swVersion	productClass	wifiType	operator	province	chipset	chipsetDate	midware	midwareDate	author	firmwareDate	noteAddr	firmwareAddr
S-010W-A_SW_ZY_CTNX_R1.01.06	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160708	任嘉敏	2016-07-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CTNX_R1.01.07	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160728	任嘉敏	2016-07-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CTNX_R1.01.08	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160728	任嘉敏	2016-07-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUHE_R1.00.12	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160624	刘晓晨	2016-06-30	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P15	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUXJ_R1.00.10	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160622	张丛静	2016-06-30	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P13	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CTNX_R1.01.02	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160616	任嘉敏	2016-06-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUHE_R1.00.11	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160624	刘晓晨	2016-06-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P14	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUXJ_R1.00.09	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160622	张丛静	2016-06-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P12	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUHE_R1.00.10	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160622	刘晓晨	2016-06-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P13	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUXJ_R1.00.08	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160622	李德忠	2016-06-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P11	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUHE_R1.00.09	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160622	刘晓晨	2016-06-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P12	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUXJ_R1.00.07	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160601	李德忠	2016-06-22	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P10	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUXJ_R1.00.06	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160601	李德忠	2016-06-17	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P09	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUHE_R1.00.08	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160527	刘晓晨	2016-06-16	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P11	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUHE_R1.00.06	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160527	刘晓晨	2016-06-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P10	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUXJ_R1.00.05	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160527	李德忠	2016-06-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_FAC_RTL8188FTV_R1.00.04	S-010W-A	RTL8189ETV	gc	gc	RK3228B		suying	20160527	任嘉敏	2016-06-13	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUXJ_R1.00.04	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160527	李德忠	2016-06-07	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_FAC_RTL8188FTV_R1.00.03	S-010W-A	RTL8189ETV	gc	gc	RK3228B		suying	20160527	任嘉敏	2016-06-07	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUHE_R1.00.05	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160527	刘晓晨	2016-06-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUXJ_R1.00.03	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160527	李德忠	2016-06-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUXJ_R1.00.01	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160527	李德忠	2016-05-16	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUHL_R1.00.03	S-010W-A	RTL8189ETV	CU	hl	RK3228B	20170330	suying	20170315	张丛静	2016-04-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078010_FCZZA#01P25	http://172.24.170.213/E%3A/stb/IP_STB现场版本/黑龙江联通
S-010W-A_SW_ZY_CUHL_R1.00.02	S-010W-A	RTL8189ETV	CU	hl	RK3228B	20170330	suying	20170315	张丛静	2016-04-01	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078010_FCZZA#01P24	http://172.24.170.213/E%3A/stb/IP_STB现场版本/黑龙江联通
S-010W-A_SW_ZY_CUHL_R1.00.01	S-010W-A	RTL8189ETV	CU	hl	RK3228B	20170317	suying	20170315	张丛静	2016-03-20	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078010_FCZZA#01P23	http://172.24.170.213/E%3A/stb/IP_STB现场版本/黑龙江联通
